ADVERTISER,VOL,NUM,PPG
Stoneware,2,4,158
Stoneware,2,5,167
Stoneware,2,6,137
Stoneware,2,6,67
Stoneware,2,7,122
Stoneware,2,8,17
Stoneware,2,10,127
Stoneware,2,10,18
Stoneware,2,11,49
Stoneware,2,12,53
Stoneware,3,1,55
Stoneware,3,10,45
Stoneware,4,9,137
Stoneware,4,10,75
Stoneware Incorporated,3,2,95
Stoneware Incorporated,3,3,155
Stoneware Incorporated,3,4,318
Stoneware Incorporated,3,4,45
Stoneware Incorporated,3,6,38
Stoneware Incorporated,3,6,94
Stoneware Incorporated,3,8,150
Stoneware Incorporated,3,8,158
StorWares,3,8,169
StorWares,3,9,132
StorWares,3,10,200
StorWares,3,11,228
StorWares,3,12,290
StorWares,4,1,134
Strategic Simulations,1,1,4
Strategic Simulations,1,2,Cover2
Strategic Simulations,1,3,25
Strategic Simulations,1,4,11
Strategic Simulations,1,4,Cover2
Strategic Simulations,1,5,Cover3
Strategic Simulations,1,6,Cover2
Strategic Simulations,1,7,Cover3
Strategic Simulations,1,8,Cover3
Strategic Simulations,1,9,Cover3
Strategic Simulations,1,10,Cover3
Strategic Simulations,1,11,Cover3
Strategic Simulations,1,12,Cover3
Strategic Simulations,2,1,Cover3
Strategic Simulations,2,2,147
Strategic Simulations,2,2,Cover3
Strategic Simulations,2,3,Cover3
Strategic Simulations,2,4,Cover3
Strategic Simulations,2,5,Cover3
Strategic Simulations,2,6,Cover3
Strategic Simulations,2,7,Cover3
Strategic Simulations,2,8,Cover3
Strategic Simulations,2,9,Cover3
Strategic Simulations,2,10,Cover3
Strategic Simulations,2,11,Cover3
Strategic Simulations,2,12,Cover3
Strategic Simulations,3,1,216
Strategic Simulations,3,2,264
Strategic Simulations,3,3,300
Strategic Simulations,3,4,332
Strategic Simulations,3,5,252
Strategic Simulations,3,6,252
Strategic Simulations,3,7,276
Strategic Simulations,3,8,284
Strategic Simulations,3,9,268
Strategic Simulations,3,10,102
Strategic Simulations,3,10,103
Strategic Simulations,3,11,284
Strategic Simulations,3,12,286
Strategic Simulations,4,1,124
Strategic Simulations,4,1,300
Strategic Simulations,4,3,209
Strategic Simulations,4,4,354
Strategic Simulations,4,5,53
Strategic Simulations,4,6,98
Strategic Simulations,4,7,129
Strategic Simulations,4,8,18
Strategic Simulations,4,9,177
Strategic Simulations,4,10,180
Strategic Simulations,4,11,31
Strategic Simulations,4,12,7
Strategic Software Systems,4,3,16
Strategic Software Systems,4,4,396
Strawberry Tree,2,7,31
Strawberry Tree,2,10,91
Strawberry Tree,2,12,106
Street Electronics,1,7,8
Street Electronics,1,8,65
Street Electronics,1,9,63
Street Electronics,1,10,72
Street Electronics,2,4,71
Street Electronics,2,5,82
Street Electronics,2,6,150
Street Electronics,2,8,63
Street Electronics,2,11,77
Street Electronics,3,2,231
Street Electronics,3,4,246
Street Electronics,3,6,85
Street Electronics,3,7,168
Street Electronics,3,9,156
Street Electronics,3,11,165
Street Electronics,3,12,252
Street Electronics,4,1,199
Street Electronics,4,2,204
Street Electronics,4,3,308
Street Electronics,4,4,105
Street Electronics,4,7,16
Street Electronics,4,8,204
Street Electronics,4,10,17
Street Electronics,4,10,79
Street Electronics,4,11,111
Street Electronics,4,11,30
Street Electronics,4,11,95
Street Electronics,4,12,126
Street Electronics,4,12,14
Strictly Soft Ware,2,11,120
Strictly Soft Ware,2,12,166
Strictly Soft Ware,3,1,161
Strictly Soft Ware,3,3,233
Strictly Soft Ware,3,4,299
Strictly Soft Ware,3,5,16
Strictly Soft Ware,3,6,229
Strictly Soft Ware,3,7,16
Strictly Soft Ware,3,8,4
Strictly Soft Ware,3,9,22
Strictly Soft Ware,3,10,168
Strictly Soft Ware,3,11,178
Strictly Soft Ware,3,12,175
Strictly Soft Ware,4,1,177
Strictly Soft Ware,4,2,112
Strictly Soft Ware,4,3,311
Strictly Soft Ware,4,5,124
Strictly Soft Ware,4,6,40
Strictly Soft Ware,4,7,203
Strictly Soft Ware,4,8,188
Strictly Soft Ware,4,9,76
Strictly Soft Ware,4,10,142
Strictly Software,2,10,145
Strictly Software,3,2,257
SubEtha Systems,4,5,182
SubLogic,2,2,11
SubLogic,2,3,151
SubLogic,2,4,96
SubLogic,2,5,130
SubLogic,2,6,96
SubLogic,2,7,164
SubLogic,2,7,42
SubLogic,2,8,113
SubLogic,2,8,203
SubLogic,2,9,123
SubLogic,2,9,204
SubLogic,2,10,169
SubLogic,2,11,143
SubLogic,2,12,181
SubLogic,3,1,107
SubLogic,3,1,119
SubLogic,3,1,143
SubLogic,4,4,142
SubLogic,4,4,362
SubLogic,4,5,11
SubLogic,4,5,230
SubLogic,4,6,96
SubLogic,4,7,184
SubLogic,4,8,167
SubLogic,4,9,81
SubLogic,4,10,175
SubLogic,4,11,39
SubLogic,4,12,20
SubLogic Communications,3,2,127
SubLogic Communications,3,2,222
SubLogic Communications,3,2,26
SubLogic Communications,3,3,167
SubLogic Communications,3,3,198
SubLogic Communications,3,3,34
SubLogic Communications,3,4,138
SubLogic Communications,3,4,265
SubLogic Communications,3,4,41
SubLogic Corp,4,2,162
SubLogic Corp,4,2,184
SubLogic Corp,4,3,193
SubLogic Corp,4,3,81
Sublogic Corp,4,1,171
Such A Deal,4,12,34
Sun Microsystems,3,7,119
Sun Microsystems,3,8,132
Sun Microsystems,3,10,255
Sun Microsystems,3,11,281
Sun Microsystems,4,1,106
Sunburst,4,1,35
Sunburst,4,10,47
Sunburst,4,11,120
Sundex Software,4,4,71
Sundex Software,4,5,51
Sundex Software,4,6,175
Sundex Software,4,7,142
Sundex Software,4,8,222
Sundex Software,4,9,18
Sundex Software Corp,3,12,14
Sundex Software Corp,4,1,290
Sundex Software Corp,4,2,28
Sundex Software Corp,4,3,282
SuperSoft,3,7,171
SuperSoft,3,10,227
SuperSoft,3,11,77
SuperSoft,3,12,225
SuperSoft,4,1,228
SuperSoft,4,2,207
SuperSoft,4,3,199
SuperSoft,4,4,193
Superior Software,4,4,32
Superior Software,4,9,19
Sweet Micro Systems,3,5,150
Sweet Micro Systems,3,5,151
Sweet Micro Systems,3,6,205
Sweet Micro Systems,3,7,224
Sweet Micro Systems,3,7,225
Sweet Micro Systems,3,8,172
Sweet Micro Systems,3,8,173
Sweet Micro Systems,3,9,59
Sweet Micro Systems,3,10,88
Sweet Micro Systems,3,10,89
Sweet Micro Systems,3,11,61
Sweet Micro Systems,3,12,247
Sweet Micro Systems,4,1,207
Sweet Micro Systems,4,2,122
Sweet Micro Systems,4,3,264
Sweet Micro Systems,4,3,265
Sweet Micro Systems,4,4,146
Sweet Micro Systems,4,4,147
Sweet Micro Systems,4,5,36
Sweet Micro Systems,4,5,37
Sweet Micro Systems,4,6,62
Sweet Micro Systems,4,6,63
Sweet Micro Systems,4,7,32
Sweet Micro Systems,4,7,33
Sweet Micro Systems,4,8,56
Sweet Micro Systems,4,8,57
Sweet Micro Systems,4,9,108
Sweet Micro Systems,4,9,109
Sweet Micro Systems,4,10,62
Sweet Micro Systems,4,10,63
Sydney Data Products,3,8,175
Sydney Data Products,3,9,194
Sydney Data Products,3,10,189
Sydney Data Products,3,11,175
Sydney Data Products,3,12,212
Symtec,2,3,168
Symtec,2,5,100
Syncom,2,11,11
Syncom,2,12,11
Synergistic Soft Ware,3,2,211
Synergistic Soft Ware,3,2,213
Synergistic Soft Ware,3,2,215
Synergistic Soft Ware,3,2,217
Synergistic Software,1,2,26
Synergistic Software,1,4,9
Synergistic Software,1,5,20
Synergistic Software,1,5,9
Synergistic Software,1,6,12
Synergistic Software,1,6,8
Synergistic Software,1,7,10
Synergistic Software,1,7,40
Synergistic Software,1,8,12
Synergistic Software,1,9,44
Synergistic Software,1,9,69
Synergistic Software,1,10,37
Synergistic Software,1,10,70
Synergistic Software,1,11,14
Synergistic Software,1,11,53
Synergistic Software,1,12,33
Synergistic Software,1,12,66
Synergistic Software,2,1,18
Synergistic Software,2,1,49
Synergistic Software,2,2,120
Synergistic Software,2,2,35
Synergistic Software,2,3,143
Synergistic Software,2,3,29
Synergistic Software,2,4,126
Synergistic Software,2,4,49
Synergistic Software,2,5,123
Synergistic Software,2,5,36
Synergistic Software,2,5,68
Synergistic Software,2,6,157
Synergistic Software,2,6,21
Synergistic Software,2,7,105
Synergistic Software,2,7,159
Synergistic Software,2,7,85
Synergistic Software,2,8,28
Synergistic Software,2,9,196
Synergistic Software,2,9,214
Synergistic Software,2,9,62
Synergistic Software,2,10,180
Synergistic Software,2,10,22
Synergistic Software,2,10,23
Synergistic Software,2,10,79
Synergistic Software,3,3,103
Synergistic Software,3,3,105
Synergistic Software,3,3,107
Synergistic Software,3,3,109
Synergistic Software,3,3,111
Synergistic Software,3,4,313
Synergistic Software,3,4,315
Synergistic Software,3,4,317
Synergistic Software,3,4,319
Synergistic Software,3,4,321
Synetix,4,1,180
Synetix,4,2,176
Synetix,4,2,34
Synetix,4,3,256
Synetix,4,3,39
Synetix,4,4,271
Synetix,4,5,229
Synetix,4,5,33
Synetix,4,6,43
Synetix,4,6,82
Synetix,4,7,149
Synetix,4,8,159
Synetix,4,9,93
Syntauri,1,2,3
Syntauri,1,9,47
Syntauri,2,3,18
Syntauri,2,4,185
Syntauri,2,9,124
Syntauri,3,3,63
Syntauri,3,6,230
Syntauri,4,4,164
Syntauri Corp,4,2,111
Syntauri Corp,4,3,203
"Syntauri, Ltd",1,3,9
"Syntauri, Ltd",1,4,35
Systems Design Lab,1,8,52
Systems Design Lab,1,12,74
Systems Design Lab,2,2,26
Systems Design Lab,2,11,126
Systems Design Lab,2,12,126
Systems Design Lab,3,1,26
Systems Design Lab,3,2,248
Systems Design Lab,3,7,189
Systems Design Lab,3,8,106
Systems Design Lab,3,11,161
Systems Design Lab,3,12,155
Systems Design Lab,4,1,243
Systems Design Lab,4,2,147
Systems Design Lab,4,7,105
Systems Plus,2,2,13
Systems Plus,2,7,183
Systems Plus,2,10,156
Systems Plus,3,6,63
Systems Plus,3,8,105
T & W Systems,3,9,77
T & W Systems,3,10,242
T&W Systems,3,11,36
TG Products,2,4,3
TG Products,2,5,94
TG Products,2,6,35
TG Products,2,7,99
TG Products,2,8,166
TG Products,2,8,58
TG Products,2,9,10106
TG Products,2,9,119
TG Products,2,9,40
TG Products,2,10,220
TG Products,2,10,69
TG Products,2,11,193
TG Products,2,11,28
TG Products,2,12,179
TG Products,3,2,225
TG Products,3,3,16
TG Products,3,4,151
TG Products,3,5,147
TG Products,3,6,26
TG Products,3,7,165
TG Products,4,4,225
TIMECOR,3,11,21
TMQ Software,2,7,37
TMQ Software,3,4,179
TSK Electronics Corporation,3,7,31
Talk You Through Tutorial Systems,4,4,114
Talk-U-Thru Tutorial Systems,4,5,83
Taurus Computer,3,3,21
Taurus Computer,3,4,282
Taurus Computer Systems,3,5,92
Tava Corp,3,7,243
Tava Corp,3,8,163
Tava Corp,3,9,141
Tava Corp,3,10,206
Taxco Systems,4,5,164
Taxco Systems,4,6,251
Taxco Systems,4,7,230
Taxman,2,5,7
Tayco Business Forms,3,6,33
Tayco Business Forms,3,7,46
Tayco Business Forms,3,8,226
Tayco Business Forms,3,9,218
Tayco Business Forms,3,10,240
Tayco Business Forms,3,11,33
Tayco Business Forms,3,12,36
Tayco Business Forms,4,1,18
Tayco Business Forms,4,2,44
Tayco Business Forms,4,3,46
Tayco Business Forms,4,4,28
Tech Data Corp,3,4,114
Tech Data Corp,3,5,169
Tech Designs,2,11,150
Tech Designs,3,10,87
Tech Designs,3,12,69
Tech Designs,4,1,298
Tech Designs,4,2,165
Tech-Data Corp,3,3,158
Technical Analysis Group,1,4,15
Technical Analysis Group,1,6,17
Technical Horizons,4,2,281
Technical Horizons,4,3,184
Telephone Software Connection,1,9,64
Telephone Software Connection,1,11,56
Telesoft,2,10,20
Telesoft,2,12,24
Teleware,4,1,61
Teleware,4,2,244
Teleware,4,3,150
Teleware,4,4,151
Tencal,4,2,12
Tencal,4,3,120
Tencal,4,7,160
Tencal,4,8,129
Terrapin,1,12,64
Terrapin,3,2,250
Terrapin,4,6,213
Terrapin,4,7,103
Terrapin,4,9,85
"Terrapin, Inc",3,1,156
Texas Inroads,4,4,179
Texprint,4,3,299
Texprint,4,4,129
Texprint,4,5,123
Texprint,4,6,109
Texprint,4,7,68
Texprint,4,8,85
Texprint,4,9,152
Texprint,4,10,143
Texprint,4,11,42
Texprint,4,12,90
The Apple’s Apprentice,4,4,82
The Avalon Hill Game Company,4,11,5
The Avalon Hill Game Company,4,12,5
The Big Pig Software,3,4,82
The Book,1,9,6
The Book 1981,1,7,30
The Book 1981,1,8,22
The Book 1981,1,10,54
The Book 1981,1,11,64
The Book 1981,1,12,85
The Book 1981,2,1,42
The Book 1982,2,2,29
The Book 1982,2,3,124
The Book 1982,2,4,67
The Book 1982,2,5,70
The Book 1982,2,6,145
The Book 1982,2,7,45
The Book 1982,2,8,96
The Book 1982,2,9,125
The Book 1982,2,10,119
The Book Co,4,5,27
The Book Company,2,11,61
The Book Company,2,12,77
The Book Company,3,1,95
The Book Company,3,3,244
The Book Company,3,3,245
The Book Company,3,7,3
The Book Company,3,11,3
The Book Company,4,3,5
The Book Company,4,8,138
The Boston Company,3,4,173
The Boston Company,3,5,85
The Boston Company,3,6,240
The Boston Company,3,7,227
The Boston Company,3,8,95
The Boston Company,3,9,175
The Boston Company,3,10,99
The Boston Company,3,11,93
The Boston Company,3,12,66
The Boston Company,4,1,303
The Boston Company,4,2,243
The Boston Company,4,3,152
The Boston Company,4,4,152
The Boston Company,4,6,94
The Boston Company,4,8,219
The Boston Company,4,9,158
The Boston Company,4,10,102
The Brady Communication Company,4,9,115
The Brady Communications Company,4,11,7
The Brady Company,4,7,29
The Computer Colorworks,4,5,14
The Computer Colorworks,4,6,241
The Computer Colorworks,4,8,130
The Computer Colorworks,4,11,117
The Computer Colorworks,4,12,120
The Computer Colorworks,4,12,121
The Computer Colorworks,4,12,63
The Computer Room,4,6,231
The Computer Software Store,4,2,164
The Computer Software Store,4,3,322
The Computer Software Store,4,4,219
The Computer Software Store,4,5,156
The Computer Software Store,4,7,228
The Computer Software Store,4,12,76
The Computer Tutor Publishing Co,4,1,163
The Computer Tutor Publishing Co,4,3,20
The Halfway House,2,11,180
The International Management Institute,4,2,261
The International Management Institution,3,12,215
The Keyboard Company,3,4,290
The Learning Co,3,4,247
The Learning Co,3,6,105
The Learning Company,4,3,74
The Learning Company,4,4,74
The Learning Company,4,5,80
The Learning Company,4,6,154
The Learning Company,4,7,96
The Learning Company,4,8,162
The Learning Company,4,9,82
The National Software Exchange,4,9,186
The Personal Computer Userfest,4,7,108
The Personal Computer Userfest,4,7,109
The Personal Computer Userfest,4,8,78
The Personal Computer Userfest,4,10,166
The Personal Computer Userfest,4,10,167
The Picture House,3,4,320
The Professor,3,9,16
The Professor,3,10,81
The Professor,3,11,109
The Professor,3,12,206
The Professor,4,1,4
The Professor,4,3,314
The Professor,4,4,50
The Professor,4,5,171
The Professor,4,6,46
The Professor,4,7,28
The Professor,4,8,182
The Small Computer Company,4,3,101
The Soft Estate,3,12,6
The Software Guild,3,12,44
The Software Guild,3,12,45
The Software Guild,4,1,44
The Software Guild,4,1,45
ThinkTank,4,4,69
Third Millennium Engineering,3,10,171
Third Millennium Engineering,3,11,136
Third Wave Technology,4,12,48
Three Sigma,3,8,26
Three Sigma,3,9,10
Three Sigma,3,10,250
Three Sigma,3,10,26
Three Sigma,3,11,205
Three Sigma,3,11,35
Three Sigma,3,12,217
Three Sigma,3,12,8
Three Sigma,4,1,26
Three Sigma,4,1,94
Three Sigma,4,2,223
Three Sigma,4,3,38
Three Sigma,4,4,112
Three Sigma,4,5,248
Thunderware,1,11,60
Thunderware,1,12,61
Thunderware,2,1,37
Thunderware,2,2,135
Thunderware,2,3,79
Thunderware,2,4,173
Thunderware,2,5,77
Thunderware,2,6,70
Thunderware,2,7,172
Thunderware,2,8,35
Thunderware,2,9,71
Thunderware,2,10,39
Thunderware,2,11,47
Thunderware,2,12,59
Thunderware,3,1,147
Thunderware,3,2,20
Thunderware,3,3,81
Thunderware,3,4,83
Thunderware,3,5,191
Thunderware,3,6,19
Thunderware,3,7,69
Thunderware,3,8,125
Thunderware,3,9,95
Thunderware,3,10,67
Thunderware,3,11,65
Thunderware,3,12,117
Thunderware,4,1,224
Thunderware,4,2,128
Thunderware,4,3,89
Thunderware,4,4,182
Thunderware,4,5,205
Thunderware,4,6,194
Thunderware,4,7,74
Thunderware,4,8,207
Thunderware,4,9,17
Thunderware,4,10,66
Thunderware,4,11,114
Thunderware,4,12,19
Tid Bit Software,4,1,119
Tid Bit Software,4,2,86
Tid Bit Software,4,3,100
Tid Bit Software,4,4,108
Tid Bit Software,4,6,115
Tidbit Software,4,11,83
Tiger Supply,4,5,34
Time-Trax,4,4,97
Timecor,3,12,209
Timecor,4,1,141
TinkerTron,3,11,115
TinkerTron,4,1,12
Titan Data Systems,4,7,46
Titan Data Systems,4,8,165
Titan Data Systems,4,9,80
Titan Technologies,4,2,53
Titan Technologies,4,3,115
Titan Technologies,4,4,119
Top-Notch Productions,3,8,262
Touch Technology,3,2,50
Touch Technology,3,4,328
Touch Technology,3,6,187
Tovatech,2,4,36
Tovatech,2,5,72
Tovatech,2,6,170
Tovatech,2,7,64
Tovatech,2,8,30
Townsend Microware,3,7,148
Townsend Microware,3,8,155
Townsend Microware,3,9,65
Townsend Microware,4,2,23
Townsend Microware,4,3,113
Townsend Microware,4,4,117
Trace Systems,2,5,51
Trace Systems,2,6,173
Trace Systems,2,7,29
Trace Systems,2,10,134
Trace Systems,3,3,70
Trace Systems,3,6,75
Track House,4,3,123
Track House,4,4,413
Track House,4,5,136
Track House,4,6,70
Track House,4,8,174
Track House,4,10,187
Track House,4,12,69
Transend,4,2,289
Transend,4,3,224
Transend,4,4,48
Transend,4,6,201
Transend,4,10,92
Transend,4,11,96
Transend,4,12,98
Transtar,3,8,31
Transtar,3,8,73
Transtar,3,9,181
Transtar,3,9,50
Transtar,3,10,141
Transtar,3,10,193
Transtar,3,11,208
Transtar,3,11,253
Transtar,3,11,90
Transtar,3,12,120
Transtar,3,12,143
Transtar,3,12,239
Transtar,4,1,113
Transtar,4,1,166
Transtar,4,1,239
Transtar,4,2,1
Transtar,4,2,312
Transtar,4,3,1
Transtar,4,3,328
Transtar,4,4,184
Transtar,4,4,63
Transtar,4,5,5
Transtar,4,5,75
Transtar,4,6,119
Transtar,4,6,66
Transtar,4,7,236
Trinity Press,4,11,70
Trinity Press,4,12,55
Truguard,4,1,90
Trutec Software,4,2,6
Trutec Software,4,3,44
Trutec Software,4,4,16
Trutec Software,4,5,24
Trutec Software,4,6,237
Trutec Software,4,7,37
Trutec Software,4,8,189
Turning Point,4,10,45
Turning Point,4,11,60
Turning Point,4,12,102
Turning Point Software,3,9,85
Turning Point Software,3,10,224
Turning Point Software,3,11,277
Turning Point Software,3,12,130
Turning Point Software,3,12,188
Turning Point Software,4,1,118
Turning Point Software,4,1,240
Turning Point Software,4,2,99
Turning Point Software,4,3,243
Turning Point Software,4,4,34
Turning Point Software,4,5,85
Turning Point Software,4,6,214
Turning Point Software,4,7,116
Turning Point Software,4,8,107
Turning Point Software,4,9,174
Turnkey Software,2,7,108
Turnkey Software,2,8,141
Turnkey/Ram Software,2,6,85
U-Microcomputers,3,6,111
U-Microcomputers,3,9,211
UItrasoft,3,11,11
UItrasoft,3,11,29
UK,4,2,92
UK,4,4,257
UMKC Software Series School of Medicine,4,10,52
USE,2,4,200
USE,2,5,101
USE,2,6,172
USE,2,9,37
USE,2,10,208
USI Computer Products,3,7,149
UltraSoft,3,1,100
UltraSoft,3,2,236
Ultrasoft,3,3,181
Ultrasoft,3,4,251
Ultrasoft,3,5,155
Ultrasoft,3,5,74
Ultrasoft,3,6,23
Ultrasoft,3,6,31
Ultrasoft,3,7,23
Ultrasoft,3,7,47
Ultrasoft,3,8,23
Ultrasoft,3,8,47
Ultrasoft,3,9,199
Ultrasoft,3,9,23
Ultrasoft,3,10,27
Ultrasoft,3,10,92
Ultrasoft,3,12,29
Unicom,2,1,32
United Computer,3,7,9
United Computer,3,8,242
United Computer,3,9,61
United Computer,3,10,35
United Computer,3,11,45
United Software,2,7,153
United Software Industries,4,7,177
United Software of America,1,10,42
United Software of America,1,10,43
United Software of America,3,4,209
Universal Systems for Education,2,11,56
Universal Systems for Education,2,12,82
Universal Systems for Education,3,1,24
Universal Systems for Education,3,2,246
Utilities Engineering,2,4,184
Utilities Engineering,2,5,19
V F Associates,4,1,268
VF Associates,4,4,250
Vagabondo Enterprises,2,6,167
Vanguard Systems,3,8,48
Vanguard Systems,3,9,197
Vanguard Systems,3,10,8
Venture Software,2,12,28
Venture Software,3,1,21
Venture Software,3,2,229
Verbatim,4,4,65
Verbatim,4,6,128
Verbatim Corp,3,10,166
Verbatim Corp,3,11,232
Verbatim Corp,4,1,115
Video Technology,4,10,170
Videx,3,2,81
Videx,3,3,222
Videx,3,4,135
Videx,3,6,88
Videx,3,7,258
Videx,3,8,68
Videx,3,9,212
Videx,3,10,64
Videx,3,11,66
Videx,3,12,74
Videx,4,1,100
Videx,4,2,192
Videx,4,3,253
Videx,4,4,388
Videx,4,5,35
Videx,4,6,127
Videx,4,8,16
Videx,4,9,131
Videx,4,10,136
Videx Micro Peripherals,3,5,162
Village Software,2,4,64
Village Software,2,5,173
Village Software,2,6,185
Village Software,2,7,185
Village Software,2,8,209
Virtual Combinatics,3,1,154
Virtual Combinatics,3,2,18
Virtual Combinatics,3,2,258
Virtual Combinatics,3,3,204
Virtual Combinatics,3,3,268
Virtual Combinatics,3,4,270
Virtual Combinatics,3,4,40
Virtual Combinatics,3,6,201
Virtual Combinatics,3,7,28
Virtual Combinatics,3,8,164
Virtual Combinatics,3,9,233
Virtual Combinatics,3,10,149
Virtual Combinatics,3,11,243
Virtual Combinatics,3,12,113
Virtual Combinatics,4,1,264
Virtual Combinatics,4,2,35
Virtual Combinatics,4,3,35
Virtual Combinatics,4,4,49
Virtual Combinatics,4,5,174
Virtual Combinatics,4,6,24
Virtual Combinatics,4,7,93
Virtual Combinatics,4,8,44
Virtual Combinatics,4,9,68
VisiCorp,2,11,189
VisiCorp,2,12,41
VisiCorp,3,1,42
VisiCorp,3,2,42
VisiCorp,3,2,43
VisiCorp,3,3,120
VisiCorp,3,3,121
VisiCorp,3,4,48
VisiCorp,3,4,49
VisiCorp,3,5,40
VisiCorp,3,5,41
VisiCorp,3,6,40
VisiCorp,3,6,41
VisiCorp,4,1,39
Vision Information Products,4,6,218
Vision Information Products,4,7,43
Vista Computer,2,9,206
Vista Computer Company,3,7,39
Vista Computer Company,3,8,243
Visual Horizons,3,5,11
Visual Horizons,3,6,202
Visual Horizons,3,7,91
Visual Horizons,3,8,208
Visual Horizons,3,9,34
Visual Horizons,3,10,6
Visual Horizons,3,11,44
Visual Horizons,3,12,37
Visual Horizons,4,1,299
Visual Horizons,4,2,46
Visual Horizons,4,3,127
Visual Horizons,4,4,6
Vital Information,1,12,88
Vital Information,2,2,81
Vital Information,2,3,50
Vital Information,2,3,58
Vital Information,2,4,190
Vital Information,2,6,93
Vital Information,2,7,165
Vital Information,2,8,151
Vital Information,2,9,131
Vital Information,2,10,100
Vital Information,2,11,139
Voice Machine Communications,3,5,244
Voice Machine Communications,3,6,56
Voice Machine Communications,3,7,92
Voice Machine Communications,3,8,191
Voice Machine Communications,4,3,133
Voice Machine Communications,4,4,161
Voice Tech Industries,2,9,153
Voice Tech Industries,2,10,35
Vorpal Gallery,3,5,19
Vorpal Gallery,3,7,147
Votrax,2,10,190
Votrax,2,12,105
Votrax,3,2,176
Vufax,3,11,41
Vufax,3,12,199
Vufax,4,1,112
Vufax,4,3,207
Vufax,4,4,68
Vufax,4,5,228
Vufax,4,6,249
Vufax,4,7,77
Vufax,4,8,128
Vufax,4,9,136
Vufax,4,10,121
W.H. Nail Company,3,9,4
W.H. Nail Company,3,10,263
W.H. Nail Company,3,11,22
WM Enterprises,3,9,196
WM Enterprises,3,10,10
WM Enterprises,3,10,268
WM Enterprises,3,11,14
WM Enterprises,3,11,206
Wadsworth Electronic Publishing,3,3,250
Wadsworth Electronic Publishing,3,4,59
Wadsworth Electronic Publishing,3,6,167
Wadsworth Electronic Publishing,3,7,124
Wadsworth Electronic Publishing,3,8,143
Wadsworth Electronic Publishing,4,2,258
Wadsworth Electronic Publishing,4,3,269
Wadsworth Electronic Publishing,4,4,259
Wallace Micro-Mart,3,1,204
Washington Apple Pi,2,5,80
Wesper Microsystems,3,3,26
West Side Electronics,2,3,78
Westside,2,1,36
Westside,2,2,102
Westware,4,12,108
Weyer-Ware,4,1,132
Wheaton,2,5,14
Wheaton,2,6,84
Wheaton,2,7,61
Wiley Professional Software,3,8,59
Williams & Foltz,3,1,47
Williams & Foltz,3,2,230
Williams & Foltz,3,3,36
Williams & Foltz,3,4,314
Williams & Foltz,3,5,37
Williams & Foltz,4,1,32
Williams & Foltz,4,2,54
Williams & Foltz,4,3,28
Williams & Foltz,4,4,139
Window,2,9,104
Window,4,2,125
Window,4,3,302
"Window, Inc",3,1,199
Winner's Circle,3,11,123
Winner's Circle,3,11,81
Winner's Circle,3,12,136
Winner's Circle,3,12,180
Winner's Circle,3,12,208
Winner's Circle,4,1,187
Winner's Circle,4,1,200
Winner's Circle,4,1,218
Winner's Circle,4,2,268
Winner's Circle,4,2,88
Winner's Circle,4,3,208
Winner's Circle,4,3,242
Winner's Circle,4,4,180
Word Power,2,10,203
Word-Power,2,11,137
Word-Power,2,12,34
Wytand Pyt. Ltd,2,10,154
XComp,2,12,178
XPS,4,4,411
XPS,4,5,269
XPS Inc,3,7,181
XPS Inc,3,9,155
XPS Inc,3,11,211
XPS Inc,4,3,260
Xerox Education Publications,3,5,236
Xerox Education Publications,3,5,237
Xerox Education Publications,3,6,102
Xerox Education Publications,3,7,136
Xerox Education Publications,3,7,137
Xerox Education Publications,3,10,16
Xerox Education Publications,4,1,48
Xerox Education Publications,4,2,87
Xerox Education Publications,4,3,185
Xerox Education Publications,4,4,72
Xerox Education Publications,4,4,73
Xerox Education Publications,4,5,87
Xerox Education Publications,4,6,156
Xerox Education Publications,4,6,157
Xerox Education Publications,4,7,199
Xerox Education Publications,4,8,160
Xerox Education Publications,4,8,161
Xerox Education Publications,4,9,31
Xerox Education Publications,4,9,33
Xerox Education Publications,4,10,135
Xerox Education Publications,4,10,137
Xerox Education Publications,4,11,71
Xerox Education Publications,4,12,60
Yucaipa Software,1,12,37
Yucaipa Software,2,1,91
Yucaipa Software,2,2,50
Yucaipa Software,2,3,64
Yucaipa Software,2,4,199
Yucaipa Software,2,5,162
Yucaipa Software,2,6,25
Yucaipa Software,2,7,26
Yucaipa Software,2,8,146
Yucaipa Software,2,9,161
Yucaipa Software,2,10,162
Yucaipa Software,2,11,115
Yucaipa Software,2,12,50
Yucaipa Software,3,1,206
Zoom Telephonics,3,11,51
Zoom Telephonics,3,12,207
Zoom Telephonics,4,1,208
Zoom Telephonics,4,2,105
Zoom Telephonics,4,3,221
Zoom Telephonics,4,4,98
Zoom Telephonics,4,7,85
Zork Users Group,3,8,8
