ADVERTISER,VOL,NUM,PPG
FMJ,4,10,60
FMJ,4,11,86
FMJ,4,12,47
FMJ Inc,3,5,232
FMJ Inc,3,8,72
FSI,1,1,27
FSI,1,2,20
FSI,1,3,32
FSI,1,4,4
FSI,1,5,28
FSI,1,6,9
FSI,1,7,2
FSI,1,8,8
FSI,1,9,40
FSI,1,10,40
FSI,1,11,31
FSI,1,12,8
FSI,2,1,10
FSI,2,2,124
FSI,2,3,184
FSI,2,4,177
FSI,2,5,105
FSI,2,6,7
FSI,2,7,63
FSI,2,8,115
FSI,2,9,16
Falcon Safety Products,4,2,37
Falcon Safety Products,4,3,317
Falcon Safety Products,4,5,25
Falcon Safety Products,4,7,216
Falcon Safety Products,4,9,170
Falcon Safety Products,4,11,8
Fast Feedback Technologies,3,12,23
Fast Feedback Technologies,4,1,86
Fast Feedback Technologies,4,2,26
Financial Software,2,10,42
Financial Software,2,11,188
Financial Software,2,12,51
Financial Software,3,1,178
Financial Software,3,2,93
Financial Software,3,3,96
Financial Software,3,4,90
Financial Software,3,5,120
Financial Software,3,6,61
Financial Software,3,7,223
Financial Software,3,8,74
Financial Software,3,9,160
Financial Software,3,10,101
Financial Software,3,11,92
Financial Software,3,12,64
Financial Software,4,1,278
Financial Software,4,2,246
Financial Software,4,3,201
Financial Software,4,4,154
Financial Software,4,5,168
Financial Software,4,6,75
First Byte,4,6,164
First Byte,4,7,26
First Byte,4,8,213
First Software,2,2,53
Flexible Software,4,1,169
Flexible Software,4,4,172
Flip Track,2,10,67
FlipTrack,2,11,169
FlipTrack,2,12,173
FlipTrack,3,1,51
FlipTrack Learning Systems,3,6,93
FlipTrack Learning Systems,3,7,222
FlipTrack Learning Systems,3,9,204
FlipTrack Learning Systems,3,11,79
FlipTrack Learning Systems,4,1,76
FlipTrack Learning Systems,4,3,215
FlipTrack Learning Systems,4,4,145
FlipTrack Learning Systems,4,5,70
FlipTrack Learning Systems,4,6,61
FlipTrack Training Tapes,3,2,87
FlipTrack Training Tapes,3,3,263
FlipTrack Training Tapes,3,4,229
FlipTrack Training Tapes,3,5,137
Fliptrack Training Tapes,2,8,31
FlowerSoft,3,10,150
FlowerSoft,4,4,291
FlowerSoft,4,7,198
FoggWare,4,3,180
FoggWare,4,4,392
FoggWare,4,5,106
FoggWare,4,6,190
FoggWare,4,8,224
FoggWare,4,9,155
Fooddata,4,12,16
Formaster,3,8,127
Formaster,3,11,114
Formaster,3,12,198
Formaster,4,1,247
Formaster,4,2,229
Formaster,4,3,292
Fountain Computer Products,3,7,42
Fountain Computer Products,3,8,228
Fountain Computer Products,3,9,11
Fountain Computer Products,3,11,42
Fountain Computer Products,3,12,224
Fountain Computer Products,4,1,120
Fountain Computer Products,4,2,137
Fountain Computer Products,4,4,100
Foxware Products,3,6,60
Foxware Products,3,7,87
Foxware Products,3,8,100
Foxware Products,3,9,108
Foxware Products,3,10,183
Foxware Products,3,11,221
Foxware Products,3,12,237
Foxware Products,4,1,257
Foxware Products,4,2,283
Foxware Products,4,3,228
Foxware Products,4,4,103
Foxware Products,4,5,265
Foxxivision,4,3,226
Friendly Software,4,1,14
Frobco,3,3,20
Frobco,3,4,8
Frobco,3,5,22
Frobco,3,6,68
Frobco,3,7,237
Frobco,3,8,206
Frobco,3,9,193
Frobco,3,10,50
Funk Software,4,10,15
Funk Software,4,11,15
Funk Software,4,12,15
Funk Vocab-Ware,4,2,149
Funtastic Inc,3,4,21
Funtastic Inc,3,5,246
Futra Company,3,3,86
Futra Company,3,4,198
Futra Company,3,5,94
Futra Company,3,6,155
Futra Company,3,7,132
Futra Company,3,8,138
Futureworld,1,1,25
GS Computer Enterprises,1,10,20
Galfo Systems,2,2,122
Gamestar,4,12,65
Garbo,2,10,93
Garbo Software,2,9,98
Garden of Eden Computers,3,8,249
Garden of Eden Computers,3,9,179
Garden of Eden Computers,3,10,273
Garden of Eden Computers,3,11,214
Garden of Eden Computers,3,12,262
Garden of Eden Computers,4,1,250
Garden of Eden Computers,4,2,308
Garden of Eden Computers,4,3,304
Garden of Eden Computers,4,4,246
Garden of Eden Computers,4,5,165
Garden of Eden Computers,4,6,180
Garden of Eden Computers,4,7,180
Garden of Eden Computers,4,8,53
Garden of Eden Computers,4,9,192
Garden of Eden Computers,4,10,161
Garden of Eden Computers,4,11,112
Garden of Eden Computers,4,12,100
Gebelli,2,8,76
Gebelli,3,1,114
Gebelli Software,2,3,75
Gebelli Software,2,4,53
Gebelli Software,2,5,126
Gebelli Software,2,6,16
Gebelli Software,2,7,81
Gebelli Software,2,9,139
Gebelli Software,3,2,121
Gebelli Software,3,3,137
Gebelli Software,3,4,91
Gebelli Software,3,5,128
Gemini Info Systems,4,10,151
Gemini Info Systems,4,11,66
Gemini Info Systems,4,12,17
Gnosis,2,5,26
Gnosis,2,6,50
Gnosis,2,7,156
Gnosis,2,8,159
Gnosis,2,9,49
Gnosis,2,10,189
Gnosis,3,2,40
Gold Disk,3,3,138
Gold Disk Software,2,9,141
Gold Disk Software,2,10,142
Gold Disk Software,2,10,199
Gold Disk Software,2,11,164
Gold Disk Software,2,12,107
Gold Disk Software,3,1,118
Gold Disk Software,3,2,214
Gold Disk Software,3,4,255
Gold Disk Software,3,5,110
Gold Disk Software,3,6,178
Gold Disk Software,3,7,268
Gold Disk Software,3,8,259
Gold Disk Software,3,11,162
Gold Disk Software,3,12,132
Gold Disk Software,4,1,296
Goodnews Software,4,2,24
Gooth Software,4,4,190
Gooth Software,4,5,227
Gooth Software,4,6,148
Gourmet Software,3,3,257
Gourmet Software,3,4,211
Gourmet Software,3,5,251
Gourmet Software,3,6,251
Gourmet Software,3,7,275
Gourmet Software,3,8,252
Gourmet Software,3,11,222
Gourmet Software,3,12,170
Gourmet Software,4,1,284
Gourmet Software,4,2,130
Gourmet Software,4,3,181
Gourmet Software,4,4,310
Gourmet Software,4,5,188
Gourmet Software,4,6,174
Gourmet Software,4,7,240
Gourmet Software,4,8,123
Gourmet Software,4,9,162
Gourmet Software,4,10,68
Gourmet Software,4,11,108
Gourmet Software,4,12,40
Graformations/Creative Associates,3,7,252
Gray Matter Ltd,4,9,71
Gray Matter Ltd,4,10,126
Great Lakes,2,1,101
Great Lakes,2,4,33
Great Lakes Digital,2,6,132
Great Lakes Digital,2,6,156
Great Lakes Digital,2,8,118
Great Lakes Digital,2,9,173
Great Lakes Digital,2,10,205
Great Lakes Digital,2,11,111
Great Lakes Digital,2,12,171
Great Plains Software,2,9,84
Great Plains Software,2,11,123
Great Plains Software,3,4,121
Great Plains Software,3,5,63
Great Plains Software,3,7,249
Great Plains Software,3,9,107
Great Plains Software,4,4,79
Great Plains Software,4,6,223
Gryphon,2,5,154
H.A.L. Labs,3,1,57
H.A.L. Labs,3,2,252
H.A.L. Labs,3,3,169
H.A.L. Labs,3,4,253
H.A.L. Labs,3,8,130
Haba Systems,4,12,10
Haba Systems,4,12,11
Happ,2,5,76
Happ,2,7,158
Happ,2,8,67
Happ,2,9,156
Happ Electronics,2,3,179
Happ Electronics,3,2,152
Happ Electronics,3,4,279
Happ Electronics,3,5,207
Happ Electronics,3,6,194
Happ Electronics,3,8,222
Happ Electronics,3,9,216
Happ Electronics,4,1,97
Happ Electronics,4,2,287
Happ Electronics,4,4,88
Happ Electronics,4,6,224
Happ Electronics,4,7,18
Happ Electronics,4,8,180
Harcourt Brace Jovanovich,3,1,174
Harcourt Brace Jovanovich,3,4,165
Harcourt Brace Jovanovich,3,7,62
Harcourt Brace Jovanovich,3,12,222
Hardin Computer,4,4,160
Harper & Row,4,6,208
Hartley Educational Software,1,7,38
Hayden,2,11,53
Hayden,2,12,120
Hayden,2,12,121
Hayden,3,1,126
Hayden,3,1,150
Hayden,3,2,
Hayden,3,2,137
Hayden,3,2,259
Hayden,3,2,53
Hayden,3,3,146
Hayden,3,3,292
Hayden,3,3,293
Hayden,3,3,60
Hayden,3,3,61
Hayden,3,4,93
Hayden Book Company,1,4,5
Hayden Book Company,1,7,32
Hayden Book Company,4,3,285
Hayden Book Company,4,4,153
Hayden Book Company,4,5,217
Hayden Book Company,4,6,68
Hayden Software,3,6,114
Hayden Software,3,6,136
Hayden Software,3,6,137
Hayden Software,3,6,216
Hayden Software,3,7,220
Hayden Software,3,7,40
Hayden Software,3,7,41
Hayden Software,3,8,110
Hayden Software,3,8,136
Hayden Software,3,8,137
Hayden Software,3,8,253
Hayden Software,3,10,130
Hayden Software,3,11,113
Hayden Software,3,12,118
Hayden Software,3,12,119
Hayden Software,3,12,257
Hayden Software,4,2,215
Hayden Software,4,2,233
Hayden Software,4,2,264
Hayden Software,4,2,79
Hayden Software,4,3,151
Hayden Software,4,3,258
Hayden Software,4,3,79
Hayden Software,4,4,115
Hayden Software,4,4,176
Hayden Software,4,4,177
Hayden Software,4,4,183
Hayden Software,4,4,401
Hayden Software,4,5,247
Hayden Software,4,6,186
Hayden Software,4,6,248
Hayden Software Co,3,5,149
Hayden Software Co,3,5,90
Hayes Microcomputer,4,9,168
Hayes Microcomputer,4,11,98
Hayes Microcomputer Products,2,4,35
Hayes Microcomputer Products,3,2,172
Hayes Microcomputer Products,3,3,187
Hayes Microcomputer Products,3,7,99
Hayes Microcomputer Products,3,9,222
Hayes Microcomputer Products,3,11,255
Hayes Microcomputer Products,4,3,229
Hayes Microcomputer Products,4,4,102
Hayes Microcomputer Products,4,5,193
Hayes Microcomputer Products,4,7,87
Hayes Microcomputers,3,1,181
Hayes Products,3,8,94
Hayes Products,3,10,22
Hayes Products,4,1,42
Hayes Products,4,2,136
Hayes Products,4,3,34
Hayes Products,4,4,399
Hayes Products,4,5,18
Hayes Products,4,6,234
Hayes Products,4,7,48
Hewlett Packard,2,9,47
Hewlett-Packard,2,8,7
Hewlett-Packard,2,10,57
Hewlett-Packard,3,1,45
Hewlett-Packard,3,3,159
Hewlett-Packard,3,7,67
Hewlett-Packard,3,9,33
Hewlett-Packard,3,12,251
Hewlett-Packard,4,1,179
Hewlett-Packard,4,2,108
Hewlett-Packard,4,2,109
Hexcraft Inc,3,4,76
Hexcraft Inc,3,7,161
High Order Micro Electronics,2,11,176
High Order Micro Electronics,2,12,21
High Order Micro Electronics,3,1,27
High Order Micro Electronics,3,3,38
High Order Micro Electronics,3,4,293
High Order Micro Electronics,3,5,154
High Order Micro Electronics,3,6,230
High Order Micro Electronics,3,7,4
High Order Micro Electronics,3,8,45
High Order Micro Electronics,3,9,251
High Order Micro Electronics,3,10,44
High Order Micro Electronics,3,11,264
High Order Micro Electronics,3,12,269
High Order Micro Electronics,4,1,36
High Order Micro Electronics,4,2,110
High Technology,1,6,5
High Technology,1,7,5
High Technology,1,8,62
High Technology,1,9,5
High Technology,1,10,83
High Technology,1,11,27
High Technology,1,12,91
High Technology,2,1,113
High Technology,2,2,44
High Technology,2,3,161
High Technology,2,4,171
High Technology,2,5,38
High Technology,2,6,29
High Technology,2,10,27
High Technology Software,2,7,27
High Technology Software,2,7,8
High Technology Software,2,8,41
High Technology Software,2,9,157
Highland Computer Services,2,4,149
Highland Software,1,8,3
Highland Software,1,9,71
Highlands,2,6,113
Highlands Computer,3,3,185
Highlands Computer Services,1,10,9
Highlands Computer Services,2,2,117
Highlands Computer Services,2,3,131
Highlands Computer Services,3,4,254
Highlands Computers,2,9,197
Highlands Computers,2,10,37
Highlands Computers,3,5,249
Highlands Computers,3,6,104
Highlands Computers,3,8,58
Highlands Computers,3,9,72
Highlands Computers,3,10,124
Highlands Computers,3,11,132
Highlands Computers,4,1,216
Highlands Computers,4,2,260
Highlands Computers,4,3,220
Highlands Computers,4,4,245
Highlands Computers,4,5,163
Highlands Computers,4,6,77
Highlands Computers,4,7,171
Highlands Computers,4,8,68
Hollister MicroSystems,4,10,12
Hollister Microsystems,4,9,14
Hollywood Hardware,3,11,172
Hollywood Hardware Products,3,8,134
Hollywood Hardware Products,3,9,146
Hollywood Hardware Products,3,10,226
Hollywood Hardware Products,4,5,198
Hollywood Hardware Products,4,7,84
Horizon Simulations,2,2,47
Horizon Simulations,2,3,142
Horizon Simulations,2,4,92
Horizon Simulations,2,5,78
Horizon Simulations,2,6,46
Horizon Simulations,2,7,33
Horizon Simulations,2,8,89
Howard Industries,1,7,24
Howard Industries,1,8,24
Howard Industries,1,9,9
Howard Software,1,3,19
Howard Software,1,7,45
Howard Software,1,10,29
Howard Software,1,11,59
Howard Software,1,12,59
Howard Software,2,1,22
Howard Software,2,2,67
Howard Software,2,3,117
Howard Software,2,4,82
Howard Software,2,5,34
Howard Software,2,6,74
Howard Software,2,7,171
Howard Software,2,8,122
Howard Software,2,9,28
Howard Software,2,10,159
Howard Software,2,11,114
Howard Software,2,12,155
Howard Software,3,1,185
Howard Software,3,2,92
Howard Software,3,3,225
Howard Software,3,4,Cover2
Howard Software,4,4,408
Howard Software,4,5,264
Howard Software,4,6,250
Howard Software,4,7,232
Howard Software,4,8,216
Howard Software,4,9,200
Howard Software,4,10,184
Howard Software,4,11,122
Howard Software,4,12,122
Howard Software Services,1,6,11
Howard Software Services,3,5,Cover2
Howard Software Services,3,6,Cover2
Howard Software Services,3,7,Cover2
Howard Software Services,3,8,Cover2
Howard Software Services,3,9,Cover2
Howard Software Services,3,10,Cover2
Howard Software Services,3,11,Cover2
Howard Software Services,3,12,Cover2
Howard Software Services,4,1,Cover2
Howard Software Services,4,2,Cover2
Howard Software Services,4,3,Cover2
Howard W. Sams,4,4,167
Howard W. Sams,4,4,234
Howard W. Sams,4,6,225
Howard W. Sams,4,6,226
Howard W. Sams,4,6,227
Howard W. Sams,4,7,47
Howard W. Sams,4,8,120
Howard W. Sams,4,9,90
Howard W. Sams & Co,4,1,89
Howard W. Sams & Co.,3,12,153
Howard W. Sams & Co.,3,12,218
Howard W. Sams Co,3,6,27
Howard W. Sams Co,3,7,194
Howard W. Sams Co,3,7,250
Howard W. Sams Co,3,7,44
Howard W. Sams Co,3,7,45
Howard W. Sams Co,3,8,270
Howard W. Sams Co,3,8,44
Howard W. Sams Co,3,8,46
Howard W. Sams Co,3,9,148
Howard W. Sams Co,3,9,158
Howard W. Sams Co,3,9,203
Howard W. Sams Co,3,9,223
Howard W. Sams Co,3,9,254
Howard W. Sams Co,3,9,26
Howard W. Sams Co,3,9,36
Howard W. Sams Co,3,9,48
Howard W. Sams Co,3,10,116
Howard W. Sams Co,3,10,151
Howard W. Sams Co,3,10,241
Howard W. Sams Co,3,10,248
Howard W. Sams Co,3,10,265
Howard W. Sams Co,3,10,267
Howard W. Sams Co,3,10,34
Howard W. Sams Co,3,11,27
Howard W. Sams Co,3,11,50
Howard W. Sams Co.,3,5,67
Howard W. Sams Co.,3,5,69
Howard W. Sams Company,4,2,304
Howard W. Sams Company,4,3,23
Human Factor Designs,3,12,125
Human Factor Designs,4,1,265
Human Systems Dynamics,1,11,30
Human Systems Dynamics,1,12,86
Human Systems Dynamics,2,1,41
Human Systems Dynamics,2,2,128
Human Systems Dynamics,2,3,118
Human Systems Dynamics,2,4,80
Human Systems Dynamics,2,7,6
Human Systems Dynamics,2,7,62
Human Systems Dynamics,2,8,29
Human Systems Dynamics,2,9,95
Human Systems Dynamics,2,10,26
Human Systems Dynamics,2,11,4
Human Systems Dynamics,2,12,27
Human Systems Dynamics,3,1,25
Human Systems Dynamics,3,2,15
Human Systems Dynamics,3,3,66
Human Systems Dynamics,3,4,11
Human Systems Dynamics,3,5,80
Human Systems Dynamics,3,6,115
Human Systems Dynamics,3,7,8
Human Systems Dynamics,3,8,30
Human Systems Dynamics,3,9,18
Human Systems Dynamics,3,10,18
Human Systems Dynamics,3,11,17
Human Systems Dynamics,3,12,47
Human Systems Dynamics,4,1,293
Human Systems Dynamics,4,2,32
Human Systems Dynamics,4,3,313
Human Systems Dynamics,4,4,18
Human Systems Dynamics,4,5,6
Human Systems Dynamics,4,6,232
Human Systems Dynamics,4,7,6
Human Systems Dynamics,4,8,19
Human Systems Dynamics,4,9,198
Human Systems Dynamics,4,10,14
Human Systems Dynamics,4,11,26
Human Systems Dynamics,4,12,21
Humans,4,10,155
Humans,4,11,99
Hutton Industries,2,12,20
Hutton Industries,3,3,32
I Protect,2,7,140
I-Protect,3,9,152
ICA Systems,4,5,157
ICA Systems,4,7,224
IDSI,1,11,19
IDSI,1,12,55
IDSI,2,1,31
IDSI,2,2,139
IDSI,2,3,183
IDSI,2,4,145
IDSI,2,4,54
IDSI,2,5,166
IDSI,2,5,27
IDSI,2,6,56
IDSI,2,6,88
IDSI,2,7,106
IDSI,2,7,176
IDSI,2,7,78
IDSI,2,8,205
IDSI,2,8,52
IDSI,2,9,134
IDSI,2,9,190
IDSI,2,9,64
IDSI,2,10,120
IDSI,2,10,143
IDSI,2,11,130
IDSI,2,11,66
Ibid,4,4,91
Ibid,4,5,259
Image Computer Products,1,6,15
Image Computer Products,1,6,26
Image Computer Products,1,7,12
Image Computer Products,1,7,31
Image Systems,1,5,12
Image Systems,1,5,33
Individualized Operand,2,6,90
Individualized Operand,2,7,52
Individualized Operand,2,9,105
Individualized Operand,2,10,158
Infocom,2,3,113
Infocom,2,4,116
Infocom,2,9,27
Infocom,2,10,11
Infocom,3,2,100
Infocom,3,2,101
Infocom,3,4,42
Infocom,3,4,43
Infocom,3,7,64
Infocom,3,7,65
Infocom,3,8,178
Infocom,3,8,179
Infocom,3,9,20
Infocom,3,9,21
Infocom,4,1,40
Infocom,4,1,41
Infocom,4,4,26
Infocom,4,4,27
Infocom,4,6,184
Infocom,4,6,185
Infocom,4,7,80
Infocom,4,7,81
Infocom,4,10,6
Infocom,4,10,7
Infocom,4,11,1
Infocom,4,11,Cover2
Information Unlimited,1,1,Cover3
Information Unlimited,1,5,Cover4
Information Unlimited,1,7,37
Information Unlimited,1,8,9
Information Unlimited,1,9,42
Information Unlimited,1,9,Cover4
Information Unlimited Software,1,6,7
Information Unlimited Software,2,9,163
Information Unlimited Software,2,10,92
Inmac,3,12,60
Inmac,4,1,50
Inmac,4,2,195
Inmac,4,2,298
Inmac,4,9,160
Inmac,4,10,20
Inmac,4,11,58
Innova Systems,4,5,141
Innova Systems,4,6,93
Innova Systems,4,7,133
Innovative Design Software,1,10,55
Innovative Measurements,3,2,32
Innovative Measurements,3,3,65
Innovative Micro Goodies,3,7,264
Innovative Micro Goodies,3,8,189
Innovative Micro Goodies,3,8,285
Innovative Micro Goodies,3,9,127
Innovative Micro Goodies,3,9,149
Innovative Micro Goodies,3,10,156
Innovative Micro Goodies,3,11,257
Innovative Micro Goodies,3,12,185
Innovative Micro Goodies,4,1,301
Innovative Micro Goodies,4,2,232
Innovative Programming Associates,3,1,19
Insoft,1,12,3
Insoft,2,1,3
Insoft,2,2,3
Insoft,2,5,23
Insoft,2,5,71
Insoft,2,6,12
Insoft,2,7,114
Insoft,2,8,64
Insoft,2,9,74
Insoft,2,10,16
Insoft,2,11,153
Insoft,3,1,99
Insoft,3,2,9
Insoft,3,3,62
Insoft,3,4,9
Insoft,3,5,9
Insoft,4,6,162
Insoft,4,8,122
Insoft,4,9,183
Institute for Scientific Information,3,11,125
Intelligent Computer Systems,1,10,16
Intelligent Computer Systems,1,12,71
Intelligent Computer Systems,2,1,100
Intelligent Computer Systems,2,2,20
Intelligent Computer Systems,2,3,26
Intelligent Computer Systems,2,4,68
Intelligent Computer Systems,2,5,122
Intelligent Statements,3,2,154
Intelligent Statements,3,3,154
Intelligent Statements,3,5,108
Intelligent Statements,3,6,34
Intelligent Statements,3,7,269
Intelligent Statements,3,9,191
Intelligent Statements,3,10,127
Intelligent Statements,3,11,183
Intelligent Statements,3,12,87
"Intelligent Statements, Inc",3,1,66
Interactive Fantasies,2,5,75
Interactive Fantasies,2,6,115
Interactive Fantasies,2,7,69
Interactive Fantasies,2,8,83
Interactive Fantasies,2,9,21
Interactive Fantasies,2,9,50
Interactive Fantasies,2,11,57
Interactive Fantasies,3,1,105
Interactive Fantasies,3,3,126
Interactive Fantasies,3,3,54
Interactive Fantasies,3,4,101
Interactive Fantasies,3,4,103
Interactive Fantasies,3,5,111
Interactive Microware,1,7,44
Interactive Microware,1,8,47
Interactive Microware,1,9,34
Interactive Microware,1,9,76
Interactive Microware,1,10,24
Interactive Microware,1,10,50
Interactive Microware,1,11,18
Interactive Microware,1,11,61
Interactive Microware,1,12,44
Interactive Microware,1,12,68
Interactive Microware,2,1,45
Interactive Microware,2,1,89
Interactive Microware,2,2,18
Interactive Microware,2,3,156
Interactive Microware,2,4,205
Interactive Microware,2,5,150
Interactive Microware,2,6,138
Interactive Microware,2,7,180
Interactive Microware,2,8,126
Interactive Microware,2,9,212
Interactive Microware,2,10,104
Interactive Microware,2,10,40
Interactive Microware,2,11,73
Interactive Microware,2,12,122
Interactive Microware,3,1,177
Interactive Microware,3,2,120
Interactive Microware,3,3,299
Interactive Microware,3,4,227
Interactive Microware,3,5,54
Interactive Microware,3,6,141
Interactive Microware,3,6,62
Interactive Microware,3,7,202
Interactive Microware,3,7,96
Interactive Microware,3,8,258
Interactive Microware,3,9,272
Interactive Microware,3,10,211
Interactive Microware,3,10,66
Interactive Microware,3,11,187
Interactive Microware,3,12,173
Interactive Microware,3,12,76
Interactive Microware,4,1,232
Interactive Microware,4,1,297
Interactive Microware,4,2,172
Interactive Microware,4,3,254
Interactive Microware,4,4,275
Interactive Microware,4,4,409
Interactive Microware,4,5,81
Interactive Microware,4,6,85
Interactive Microware,4,7,144
Interactive Microware,4,8,158
Interactive Microware,4,9,133
Interactive Microware,4,10,96
Interactive Microware,4,11,76
Interactive Microware,4,12,39
Interactive Structures,2,8,142
Interactive Structures,2,10,161
Interactive Structures,3,1,37
Interactive Structures,3,3,119
Interactive Structures,3,5,186
Interactive Structures,3,5,98
Interactive Structures,3,6,189
Interactive Structures,3,6,71
Interactive Structures,3,7,86
Interactive Structures,3,8,217
Interactive Structures,3,9,93
Interactive Structures,3,10,279
Interactive Structures,3,11,40
Interactive Structures,3,11,87
Interactive Structures,3,12,201
Interactive Structures,4,1,237
Interactive Structures,4,2,226
Interactive Structures,4,3,91
Interactive Structures,4,4,126
Interactive Structures,4,4,387
Interactive Structures,4,5,236
Interactive Structures,4,6,14
Interactive Structures,4,7,65
Interactive Structures,4,8,210
Interactive Structures,4,9,97
Interactive Structures,4,10,146
Interactive Video Corp,3,7,152
Interactive Video Corporation,3,9,169
"Interface, Inc",2,11,162
Interfirm Systems Corporation,4,7,39
Interlaken Technology,3,7,27
Interlaken Technology,3,9,32
Interlude,1,12,70
Interlude,2,1,112
Interlude,2,2,126
International Software,3,3,19
International Software Marketing,3,4,287
Intra Computer,2,3,115
Intra Computer,2,4,128
Intra Computer,2,5,155
Intra Computer,2,7,10
Intra Computer,3,3,43
Intra Computer,3,4,310
Intra Computer,3,7,51
Intra Computer,3,8,196
Intra Computer,4,1,162
Intra Computer,4,2,58
Intra Day AnalysisCompany,2,1,29
Investors Software,1,9,48
Investor’s Software,3,5,187
J R Software,3,3,101
J R Software,3,8,234
J R Software,3,9,92
J R Software,3,10,278
J R Software,3,11,91
JMC Corp,3,8,165
JMC Corp,3,9,82
JMC Corp,3,10,170
JR Software,3,4,230
JR Software,3,5,145
Jade Computer Products,4,9,197
Janus Disk,4,6,112
Janus Disk,4,6,113
John Wiley & Sons,4,9,46
Jor-And,3,9,192
Jor-And,3,12,169
Jor-And,4,4,330
Judco Computer Expos,3,7,233
Judco Computer Expos,3,8,273
Juki Industries of America,4,10,112
Juki Industries of America,4,12,59
K & R Data Works,2,3,157
K & R Data Works,2,4,88
KM International Services,4,3,274
KM International Services,4,4,397
KM International Services,4,7,159
Kangaroo,3,12,80
Kangaroo,4,2,83
Kangaroo,4,3,77
Kelcom Management Ltd,4,2,249
Kengore,2,7,144
Kennen Publishing,3,12,43
Kennen Publishing,4,1,87
Kennen Publishing,4,2,45
Kensington Microware,2,8,93
Kensington Microware,2,9,218
Kensington Microware,2,9,219
Kensington Microware,2,9,221
Kensington Microware,2,10,102
Kensington Microware,2,10,103
Kensington Microware,2,10,105
Kensington Microware,2,11,17
Kensington Microware,2,11,18
Kensington Microware,2,12,43
Kensington Microware,2,12,44
Kensington Microware,3,1,63
Kensington Microware,3,1,64
Kensington Microware,3,2,255
Kensington Microware,3,3,217
Kensington Microware,3,3,219
Kensington Microware,3,4,217
Kensington Microware,3,4,219
Kensington Microware,3,5,24
Kensington Microware,3,5,25
Kensington Microware,3,6,24
Kensington Microware,3,6,25
Kensington Microware,3,7,24
Kensington Microware,3,7,25
Kensington Microware,3,8,24
Kensington Microware,3,8,25
Kensington Microware,3,9,24
Kensington Microware,3,9,25
Kensington Microware,3,10,24
Kensington Microware,3,10,25
Kensington Microware,3,11,24
Kensington Microware,3,11,25
Kensington Microware,3,11,39
Kensington Microware,3,12,59
Kensington Microware,3,12,9
Kensington Microware,4,1,23
Kensington Microware,4,1,25
Kensington Microware,4,2,25
Kensington Microware,4,2,27
Kensington Microware,4,2,51
Kensington Microware,4,3,305
Kensington Microware,4,3,69
Kensington Microware,4,4,116
Kensington Microware,4,4,394
Kensington Microware,4,5,126
Kensington Microware,4,5,151
Kensington Microware,4,6,125
Kensington Microware,4,6,16
Kensington Microware,4,7,190
Kensington Microware,4,7,27
Kensington Microware,4,8,157
Kensington Microware,4,8,181
Kensington Microware,4,9,127
Kensington Microware,4,9,143
Kensington Microware,4,10,171
Kensington Microware,4,10,65
Kensington Microware,4,11,10
Kensington Microware,4,11,75
Kensington Microware,4,12,103
Kensington Microware,4,12,66
Kern Publications,3,1,180
Kern Publications,3,2,158
Kern Publications,3,3,286
Kern Publications,3,4,268
Key Enterprises,4,2,259
Key Enterprises,4,3,53
Key Enterprises,4,4,137
Keyboard Company,2,4,45
Keyboard Company,2,4,47
Keyboard Company,2,6,71
Keyboard Company,2,6,73
Keyboard Company,2,7,175
Keyboard Company,2,7,177
Keyboard Company,2,8,119
Keyboard Company,2,8,121
Keyboard Company,2,9,127
Keyboard Company,2,9,129
Keyboard Company,2,10,123
Keyboard Company,2,10,125
Keyboard Exchange,2,5,53
Keyboard Exchange,2,5,55
Kline Productions,4,2,277
Knoware,4,3,14
Knoware,4,6,202
Koala Technologies,3,10,97
Koala Technologies,3,11,94
Koala Technologies,3,12,68
Koala Technologies,4,2,150
Koala Technologies,4,2,151
Koala Technologies,4,3,40
Koala Technologies,4,3,41
Koala Technologies,4,4,232
Koala Technologies,4,4,233
Koala Technologies,4,5,20
Koala Technologies,4,5,21
Koala Technologies,4,9,7
Koala Technologies,4,10,90
Koala Technologies,4,12,46
Kraft,3,5,39
Kraft,3,7,83
Kraft,3,9,39
Kraft,3,11,89
Kraft,4,3,21
Kraft,4,4,5
Kraft Systems,3,1,10
Kraft Systems,3,3,42
Krell Software,2,6,45
Krell Software,2,7,86
Krell Software,2,8,190
Krell Software,2,9,39
Krell Software,2,10,209
Krell Software,2,11,42
Krell Software,2,12,80
Krell Software,3,1,153
Krell Software,3,2,247
Krell Software,3,3,131
Krell Software,3,4,242
Krell Software,3,5,203
Krell Software,3,6,4
Krell Software,3,7,195
Krell Software,4,7,127
L & S Computerware,2,2,145
L & S Computerware,2,3,56
L & S Computerware,2,4,55
L & S Computerware,2,8,10
L & S Computerware,2,9,19
L & S Computerware,2,10,136
L & S Computerware,2,11,55
L & S Computerware,2,12,123
L&S Computerware,2,5,133
L&S Computerware,2,6,17
L&S Computerware,2,7,17
L&S Computerware,3,1,62
L&S Computerware,3,2,268
L&S Computerware,3,3,304
L&S Computerware,3,4,336
L&S Computerware,3,5,256
LAMA Software Directory,2,12,79
LAMA Software Directory,3,1,188
LJK,3,11,71
LJK,3,12,135
LJK,4,1,211
LJK,4,5,154
LJK,4,6,135
LJK,4,10,144
LJK Enteprises,2,6,119
LJK Enterprises,1,11,7
LJK Enterprises,1,12,35
LJK Enterprises,2,1,93
